collectdate,Ammonia_Nitrogen,Conductivity,Dissolved_Oxygen,Fecal_Coliform,Nitrate_Nitrite,Orthophosphate_Phosphate,pH,Temperature,Total_Nitrogen,Total_Phosphorous,WQI
2007-04-11,0.01,99.8961538461538,10.5653846153846,0,0.318,0.002,7.61538461538462,7.98846153846154,0.553,0.0119,105.15058236222
2007-04-11,0.0176666666666666,100,11.2,0,0.338833333333333,0.0025833333333333,7.9,8.9,0.578666666666667,0.0142666666666666,114.614948359129
2007-04-11,0.0176666666666666,100,11.2,0,0.338833333333333,0.0025833333333333,7.9,8.9,0.578666666666667,0.0142666666666666,114.614948359129
2007-04-11,0.0176666666666666,99.6,11.2,0,0.338833333333333,0.0025833333333333,7.9,8.9,0.578666666666667,0.0142666666666666,114.614935006994
2007-04-11,0.0176666666666666,99.6,11.1,0,0.338833333333333,0.0025833333333333,7.9,8.9,0.578666666666667,0.0142666666666666,114.605003667241
2007-04-11,0.01,99.8961538461538,10.5653846153846,0,0.316,0.002,7.61538461538462,7.98846153846154,0.581,0.0152,105.599547886725
2007-04-11,0.0176666666666666,100,11.1,0,0.338833333333333,0.0025833333333333,7.9,8.8,0.578666666666667,0.0142666666666666,114.59888593718
2007-04-11,0.0176666666666666,100,11.1,0,0.338833333333333,0.0025833333333333,7.9,8.8,0.578666666666667,0.0142666666666666,114.59888593718
2007-04-11,0.0176666666666666,100,11.1,0,0.338833333333333,0.0025833333333333,7.9,8.8,0.578666666666667,0.0142666666666666,114.59888593718
2007-04-11,0.0176666666666666,99.8,11.1,0,0.338833333333333,0.0025833333333333,7.9,8.8,0.578666666666667,0.0142666666666666,114.598879261113
2007-04-11,0.0176666666666666,99.7,11,0,0.338833333333333,0.0025833333333333,7.8,8.7,0.578666666666667,0.0142666666666666,114.578655396943
2007-04-11,0.01,99.8961538461538,10.5653846153846,0,0.323,0.002,7.61538461538462,7.98846153846154,0.574,0.0133,107.117101430055
2007-04-11,0.0176666666666666,99.7,11,0,0.338833333333333,0.0025833333333333,7.8,8.6,0.578666666666667,0.0142666666666666,114.572524314748
2007-04-11,0.0176666666666666,99.5,10.9,0,0.338833333333333,0.0025833333333333,7.7,8.2,0.578666666666667,0.0142666666666666,114.53390386596
2007-04-11,0.0176666666666666,99.4,10.8,0,0.338833333333333,0.0025833333333333,7.6,7.9,0.578666666666667,0.0142666666666666,114.501417837401
2007-04-11,0.0176666666666666,99.5,10.8,0,0.338833333333333,0.0025833333333333,7.6,7.9,0.578666666666667,0.0142666666666666,114.501421175434
2007-04-11,0.0176666666666666,99.5,10.7,0,0.338833333333333,0.0025833333333333,7.6,7.8,0.578666666666667,0.0142666666666666,114.485358753486
2007-04-11,0.019,99.8961538461538,10.5653846153846,0,0.355,0.002,7.61538461538462,7.98846153846154,0.576,0.0138,119.588829615412
2007-04-11,0.0176666666666666,99.6,10.6,0,0.338833333333333,0.0025833333333333,7.5,7.7,0.578666666666667,0.0142666666666666,114.465141565383
2007-04-11,0.0176666666666666,99.5,10.5,0,0.338833333333333,0.0025833333333333,7.5,7.6,0.578666666666667,0.0142666666666666,114.449075805401
2007-04-11,0.0176666666666666,100,10.3,0,0.338833333333333,0.0025833333333333,7.4,7.4,0.578666666666667,0.0142666666666666,114.412809547485
2007-04-11,0.0176666666666666,100,10.2,0,0.338833333333333,0.0025833333333333,7.4,7.4,0.578666666666667,0.0142666666666666,114.402878207731
2007-04-11,0.0176666666666666,99.9,10.2,0,0.338833333333333,0.0025833333333333,7.4,7.4,0.578666666666667,0.0142666666666666,114.402874869697
2007-04-11,0.027,99.8961538461538,10.5653846153846,0,0.361,0.0035,7.61538461538462,7.98846153846154,0.59,0.0159,124.472873534959
2007-04-11,0.0176666666666666,100,10,0,0.338833333333333,0.0025833333333333,7.4,7.3,0.578666666666667,0.0142666666666666,114.376884446029
2007-04-11,0.0176666666666666,100,9.9,0,0.338833333333333,0.0025833333333333,7.4,7.2,0.578666666666667,0.0142666666666666,114.36082202408
2007-04-11,0.0176666666666666,100,9.9,0,0.338833333333333,0.0025833333333333,7.4,7.2,0.578666666666667,0.0142666666666666,114.36082202408
2007-04-11,0.0176666666666666,100,9.9,0,0.338833333333333,0.0025833333333333,7.4,7.2,0.578666666666667,0.0142666666666666,114.36082202408
2007-04-11,0.0176666666666666,100,9.8,0,0.338833333333333,0.0025833333333333,7.3,7.2,0.578666666666667,0.0142666666666666,114.346732580139
2007-04-11,0.03,99.8961538461538,10.5653846153846,0,0.36,0.004,7.61538461538462,7.98846153846154,0.598,0.0155,124.976249007786
2007-04-11,0.0176666666666666,101,9.8,0,0.338833333333333,0.0025833333333333,7.3,7.2,0.578666666666667,0.0142666666666666,114.346765960475
2007-04-11,0.0176666666666666,101,9.3,0,0.338833333333333,0.0025833333333333,7.3,7,0.578666666666667,0.0142666666666666,114.284847097317
2007-05-15,0.031,101.48,8.808,0,0.275,0.002,7.26,10.456,0.48,0.0089,97.4497394697583
2007-05-15,0.0206666666666666,103,10,0,0.3335,0.00205,7.8,15,0.5405,0.0128499999999999,113.653088944121
2007-05-15,0.0206666666666666,103,10,0,0.3335,0.00205,7.8,14.9,0.5405,0.0128499999999999,113.646957861927
2007-05-15,0.0206666666666666,103,10,0,0.3335,0.00205,7.8,14.9,0.5405,0.0128499999999999,113.646957861927
2007-05-15,0.0206666666666666,103,10.1,0,0.3335,0.00205,7.8,14.7,0.5405,0.0128499999999999,113.644627037291
2007-05-15,0.028,101.48,8.808,0,0.277,0.002,7.26,10.456,0.582,0.0249,102.168884527516
2007-05-15,0.0206666666666666,103,10.1,0,0.3335,0.00205,7.8,14.4,0.5405,0.0128499999999999,113.626233790706
2007-05-15,0.0206666666666666,103,10.2,0,0.3335,0.00205,7.8,14.1,0.5405,0.0128499999999999,113.617771883875
2007-05-15,0.0206666666666666,102,10.2,0,0.3335,0.00205,7.7,13.7,0.5405,0.0128499999999999,113.589056070571
2007-05-15,0.0206666666666666,103,10.3,0,0.3335,0.00205,7.6,12.9,0.5405,0.0128499999999999,113.545814028915
2007-05-15,0.0206666666666666,103,10.2,0,0.3335,0.00205,7.6,12.5,0.5405,0.0128499999999999,113.511358360382
2007-05-15,0.035,101.48,8.808,0,0.305,0.002,7.26,10.456,0.533,0.0124,108.826175367174
2007-05-15,0.0206666666666666,101,10.1,0,0.3335,0.00205,7.4,11.3,0.5405,0.0128499999999999,113.419471065241
2007-05-15,0.0206666666666666,101,9.7,0,0.3335,0.00205,7.3,10.2,0.5405,0.0128499999999999,113.308145697895
2007-05-15,0.0206666666666666,101,9.4,0,0.3335,0.00205,7.2,9.5,0.5405,0.0128499999999999,113.231275999082
2007-05-15,0.0206666666666666,101,8.9,0,0.3335,0.00205,7.1,8.9,0.5405,0.0128499999999999,113.140674702957
2007-05-15,0.0206666666666666,101,8.9,0,0.3335,0.00205,7.1,8.7,0.5405,0.0128499999999999,113.128412538567
2007-05-15,0.01,101.48,8.808,0,0.374,0.002,7.26,10.456,0.546,0.0094,121.170641020028
2007-05-15,0.0206666666666666,100,8.8,0,0.3335,0.00205,7,8.5,0.5405,0.0128499999999999,113.1020275499
2007-05-15,0.0206666666666666,101,8.8,0,0.3335,0.00205,7,8.3,0.5405,0.0128499999999999,113.089798765846
2007-05-15,0.0206666666666666,101,8.6,0,0.3335,0.00205,7,8.1,0.5405,0.0128499999999999,113.057673921949
2007-05-15,0.0206666666666666,100,8.5,0,0.3335,0.00205,7,7.9,0.5405,0.0128499999999999,113.035447037469
2007-05-15,0.0206666666666666,100,8.4,0,0.3335,0.00205,7,7.9,0.5405,0.0128499999999999,113.025515697716
2007-05-15,0.01,101.48,8.808,0,0.385,0.002,7.26,10.456,0.561,0.011,124.987265232523
2007-05-15,0.0206666666666666,101,8.1,0,0.3335,0.00205,6.9,7.7,0.5405,0.0128499999999999,112.979334790214
2007-05-15,0.0206666666666666,101,7.6,0,0.3335,0.00205,6.9,7.6,0.5405,0.0128499999999999,112.92354700925
2007-05-15,0.0206666666666666,100,6.6,0,0.3335,0.00205,6.8,7.5,0.5405,0.0128499999999999,112.813911044994
2007-05-15,0.0206666666666666,100,5.8,0,0.3335,0.00205,6.7,7.4,0.5405,0.0128499999999999,112.724171140582
2007-05-15,0.0206666666666666,101,5.5,0,0.3335,0.00205,6.7,7.4,0.5405,0.0128499999999999,112.694410501657
2007-05-15,0.01,101.48,8.808,0,0.385,0.0023,7.26,10.456,0.541,0.0105,124.798933374585
2007-05-15,0.0206666666666666,101,5.4,0,0.3335,0.00205,6.7,7.4,0.5405,0.0128499999999999,112.684479161904
2007-06-12,0.01,102.76,7.692,0,0.208,0.002,7.352,12.032,0.445,0.0055,69.9077155522863
2007-06-12,0.0119999999999999,106,8.7,0,0.271333333333333,0.0025,8.2,17.9,0.502,0.00765,90.8014374540942
2007-06-12,0.0119999999999999,105,8.9,0,0.271333333333333,0.0025,8.2,17.8,0.502,0.00765,90.8151356710703
2007-06-12,0.0119999999999999,105,9,0,0.271333333333333,0.0025,8.2,17.7,0.502,0.00765,90.8189359286291
2007-06-12,0.0119999999999999,105,9,0,0.271333333333333,0.0025,8.2,17.7,0.502,0.00765,90.8189359286291
2007-06-12,0.011,102.76,7.692,0,0.212,0.002,7.352,12.032,0.456,0.0063,71.673118093345
2007-06-12,0.0119999999999999,105,9.1,0,0.271333333333333,0.0025,8.1,17.6,0.502,0.00765,90.8185780820004
2007-06-12,0.0119999999999999,105,9.1,0,0.271333333333333,0.0025,8.1,17.6,0.502,0.00765,90.8185780820004
2007-06-12,0.0119999999999999,105,9.2,0,0.271333333333333,0.0025,8.1,17.5,0.502,0.00765,90.8223783395592
2007-06-12,0.0119999999999999,104,9.3,0,0.271333333333333,0.0025,7.8,16.1,0.502,0.00765,90.7339668356855
2007-06-12,0.0119999999999999,103,9.3,0,0.271333333333333,0.0025,7.6,14.7,0.502,0.00765,90.6397820962456
2007-06-12,0.021,102.76,7.692,0,0.249,0.002,7.352,12.032,0.473,0.0071,86.0688054176345
2007-06-12,0.0119999999999999,103,9.2,0,0.271333333333333,0.0025,7.5,13.9,0.502,0.00765,90.5766439947452
2007-06-12,0.0119999999999999,102,8.9,0,0.271333333333333,0.0025,7.4,13,0.502,0.00765,90.4874787512061
2007-06-12,0.0119999999999999,102,8.6,0,0.271333333333333,0.0025,7.2,11.3,0.502,0.00765,90.3451401262568
2007-06-12,0.0119999999999999,101,8.1,0,0.271333333333333,0.0025,7.1,10.2,0.502,0.00765,90.2238500388206
2007-06-12,0.0119999999999999,101,7.8,0,0.271333333333333,0.0025,7,9.6,0.502,0.00765,90.1531114222026
2007-06-12,0.01,102.76,7.692,0,0.325,0.002,7.352,12.032,0.557,0.0064,105.561252855144
2007-06-12,0.0119999999999999,101,7.5,0,0.271333333333333,0.0025,7,9.2,0.502,0.00765,90.0987930741619
2007-06-12,0.0119999999999999,101,7.4,0,0.271333333333333,0.0025,6.9,8.5,0.502,0.00765,90.0417860548564
2007-06-12,0.0119999999999999,102,7.4,0,0.271333333333333,0.0025,6.9,8.3,0.502,0.00765,90.0295572708031
2007-06-12,0.0119999999999999,101,7.3,0,0.271333333333333,0.0025,6.9,8.1,0.502,0.00765,90.0073303863232
2007-06-12,0.0119999999999999,101,7.3,0,0.271333333333333,0.0025,6.9,8,0.502,0.00765,90.0011993041283
2007-06-12,0.01,102.76,7.692,0,0.336,0.002,7.352,12.032,0.557,0.005,108.44531391962
2007-06-12,0.0119999999999999,102,6.7,0,0.271333333333333,0.0025,6.9,7.9,0.502,0.00765,89.9355135637476
2007-06-12,0.0119999999999999,101,5.9,0,0.271333333333333,0.0025,6.8,7.8,0.502,0.00765,89.8457402789991
2007-06-12,0.0119999999999999,102,4.8,0,0.271333333333333,0.0025,6.7,7.6,0.502,0.00765,89.7201086534674
2007-06-12,0.0119999999999999,102,4.7,0,0.271333333333333,0.0025,6.7,7.6,0.502,0.00765,89.7101773137137
2007-06-12,0.0119999999999999,102,4.6,0,0.271333333333333,0.0025,6.7,7.6,0.502,0.00765,89.70024597396
2007-06-12,0.01,102.76,7.692,0,0.298,0.005,7.352,12.032,0.524,0.0156,100.180926784254
2007-06-12,0.0119999999999999,102,4.5,0,0.271333333333333,0.0025,6.7,7.6,0.502,0.00765,89.6903146342063
2007-07-10,0.01,104.035714285714,7.09285714285714,0,0.034,0.002,7.55,13.275,0.267,0.0077,17.948665245872
2007-07-10,0.01,108,9.3,0,0.2365,0.002,9,23.3,0.469666666666667,0.0101166666666666,80.8274329215113
2007-07-10,0.01,108,9.5,0,0.2365,0.002,9,23.2,0.469666666666667,0.0101166666666666,80.8411645188238
2007-07-10,0.01,108,9.5,0,0.2365,0.002,9,23,0.469666666666667,0.0101166666666666,80.828902354434
2007-07-10,0.01,108,9.6,0,0.2365,0.002,9,22.8,0.469666666666667,0.0101166666666666,80.826571529798
2007-07-10,0.01,104.035714285714,7.09285714285714,0,0.033,0.002,7.55,13.275,0.329,0.0127,19.2797061595986
2007-07-10,0.01,108,9.8,0,0.2365,0.002,9.1,22.3,0.469666666666667,0.0101166666666666,80.8199369025185
2007-07-10,0.01,106,11.5,0,0.2365,0.002,9.1,18.7,0.469666666666667,0.0101166666666666,80.7679839586427
2007-07-10,0.01,106,11.2,0,0.2365,0.002,8.9,18,0.469666666666667,0.0101166666666666,80.6869561556423
2007-07-10,0.01,105,10.8,0,0.2365,0.002,8.7,17.2,0.469666666666667,0.0101166666666666,80.5898325503568
2007-07-10,0.01,105,10.3,0,0.2365,0.002,8.2,16.4,0.469666666666667,0.0101166666666666,80.4703366730915
2007-07-10,0.01,105,9.4,0,0.2365,0.002,7.6,15.1,0.469666666666667,0.0101166666666666,80.2763019216494
2007-07-10,0.01,104,8.8,0,0.2365,0.002,7.5,14.1,0.469666666666667,0.0101166666666666,80.1512115766543
2007-07-10,0.01,103,8.1,0,0.2365,0.002,7.3,13,0.469666666666667,0.0101166666666666,80.0059007055231
2007-07-10,0.01,104.035714285714,7.09285714285714,0,0.278,0.002,7.55,13.275,0.522,0.0089,92.1443907123171
2007-07-10,0.01,103,7.8,0,0.2365,0.002,7.2,12.2,0.469666666666667,0.0101166666666666,79.9228999245153
2007-07-10,0.01,102,7.4,0,0.2365,0.002,7.1,11.3,0.469666666666667,0.0101166666666666,79.8238033412226
2007-07-10,0.01,103,7.2,0,0.2365,0.002,7,10.7,0.469666666666667,0.0101166666666666,79.7630294446947
2007-07-10,0.01,102,6.7,0,0.2365,0.002,6.9,9.8,0.469666666666667,0.0101166666666666,79.6540015216482
2007-07-10,0.01,102,6.4,0,0.2365,0.002,6.9,9.4,0.469666666666667,0.0101166666666666,79.5996831736075
2007-07-10,0.01,104.035714285714,7.09285714285714,0,0.376,0.002,7.55,13.275,0.595,0.0092,121.828272105241
2007-07-10,0.01,102,6.2,0,0.2365,0.002,6.9,9.1,0.469666666666667,0.0101166666666666,79.5614272475155
2007-07-10,0.01,102,5.9,0,0.2365,0.002,6.8,8.8,0.469666666666667,0.0101166666666666,79.5090818774821
2007-07-10,0.01,102,5.8,0,0.2365,0.002,6.8,8.6,0.469666666666667,0.0101166666666666,79.4868883733387
2007-07-10,0.01,102,5.2,0,0.2365,0.002,6.8,8.4,0.469666666666667,0.0101166666666666,79.4150381704267
2007-07-10,0.01,102,5,0,0.2365,0.002,6.8,8.2,0.469666666666667,0.0101166666666666,79.3829133265295
2007-07-10,0.01,104.035714285714,7.09285714285714,0,0.366,0.002,7.55,13.275,0.568,0.0099,118.978008631364
2007-07-10,0.01,103,3.7,0,0.2365,0.002,6.7,8.2,0.469666666666667,0.0101166666666666,79.2496811858802
2007-07-10,0.01,102,3.5,0,0.2365,0.002,6.7,8.1,0.469666666666667,0.0101166666666666,79.2236540438415
2007-07-10,0.01,103,3.1,0,0.2365,0.002,6.6,8.1,0.469666666666667,0.0101166666666666,79.1798039609755
2007-07-10,0.01,103,2.5,0,0.2365,0.002,6.6,7.9,0.469666666666667,0.0101166666666666,79.1079537580635
2007-07-10,0.01,103,2.3,0,0.2365,0.002,6.6,7.9,0.469666666666667,0.0101166666666666,79.0880910785561
2007-07-10,0.01,104.035714285714,7.09285714285714,0,0.332,0.002,7.55,13.275,0.537,0.0123,109.419966559033
2007-07-10,0.01,103,2.1,0,0.2365,0.002,6.6,7.9,0.469666666666667,0.0101166666666666,79.0682283990487
2007-08-14,0.01,103.705882352941,5.86382352941176,0,0.02,0.002,7.53823529411765,13.6411764705882,0.228,0.005,12.7501269937553
2007-08-14,0.0113333333333333,107,8.7,0,0.2185,0.0023333333333333,8.9,21.2,0.410666666666667,0.0077666666666666,74.8027717483841
2007-08-14,0.0113333333333333,107,8.8,0,0.2185,0.0023333333333333,8.9,21.2,0.410666666666667,0.0077666666666666,74.8127030881378
2007-08-14,0.0113333333333333,107,8.9,0,0.2185,0.0023333333333333,8.9,21.1,0.410666666666667,0.0077666666666666,74.8165033456966
2007-08-14,0.0113333333333333,107,8.9,0,0.2185,0.0023333333333333,8.9,21.1,0.410666666666667,0.0077666666666666,74.8165033456966
2007-08-14,0.01,103.705882352941,5.86382352941176,0,0.02,0.002,7.53823529411765,13.6411764705882,0.247,0.0165,16.2446309600439
2007-08-14,0.0113333333333333,107,9,0,0.2185,0.0023333333333333,8.9,21.1,0.410666666666667,0.0077666666666666,74.8264346854503
2007-08-14,0.0113333333333333,107,9.1,0,0.2185,0.0023333333333333,8.9,21.1,0.410666666666667,0.0077666666666666,74.836366025204
2007-08-14,0.0113333333333333,107,9.1,0,0.2185,0.0023333333333333,8.9,21.1,0.410666666666667,0.0077666666666666,74.836366025204
2007-08-14,0.0113333333333333,107,9.3,0,0.2185,0.0023333333333333,8.9,21.1,0.410666666666667,0.0077666666666666,74.8562287047114
2007-08-14,0.0113333333333333,107,9.3,0,0.2185,0.0023333333333333,8.8,21,0.410666666666667,0.0077666666666666,74.845939518329
2007-08-14,0.0113333333333333,105,9.9,0,0.2185,0.0023333333333333,8.6,19.3,0.410666666666667,0.0077666666666666,74.7929161904902
2007-08-14,0.0113333333333333,105,9.9,0,0.2185,0.0023333333333333,8.5,18.9,0.410666666666667,0.0077666666666666,74.7642337575231
2007-08-14,0.0113333333333333,105,10,0,0.2185,0.0023333333333333,8.5,18.5,0.410666666666667,0.0077666666666666,74.7496407684973
2007-08-14,0.0113333333333333,103,9.8,0,0.2185,0.0023333333333333,8.1,17.1,0.410666666666667,0.0077666666666666,74.6272437608385
2007-08-14,0.0113333333333333,102,8.7,0,0.2185,0.0023333333333333,7.4,15,0.410666666666667,0.0077666666666666,74.3601061878059
2007-08-14,0.01,103.705882352941,5.86382352941176,0,0.224,0.002,7.53823529411765,13.6411764705882,0.435,0.0067,74.9790018628084
2007-08-14,0.0113333333333333,102,7.4,0,0.2185,0.0023333333333333,7.2,14,0.410666666666667,0.0077666666666666,74.1613717406837
2007-08-14,0.0113333333333333,101,6.9,0,0.2185,0.0023333333333333,7.1,12.5,0.410666666666667,0.0077666666666666,74.0155573244679
2007-08-14,0.0113333333333333,101,6.6,0,0.2185,0.0023333333333333,7,11.6,0.410666666666667,0.0077666666666666,73.9264254612653
2007-08-14,0.0113333333333333,101,6.3,0,0.2185,0.0023333333333333,7,11,0.410666666666667,0.0077666666666666,73.8598449488348
2007-08-14,0.0113333333333333,101,5.9,0,0.2185,0.0023333333333333,6.9,10.3,0.410666666666667,0.0077666666666666,73.7730439102682
2007-08-14,0.0113333333333333,101,5.3,0,0.2185,0.0023333333333333,6.8,9.7,0.410666666666667,0.0077666666666666,73.6725112743891
2007-08-14,0.01,103.705882352941,5.86382352941176,0,0.391,0.0036,7.53823529411765,13.6411764705882,0.57,0.0057,125.150098098131
2007-08-14,0.0113333333333333,101,4.6,0,0.2185,0.0023333333333333,6.8,9.3,0.410666666666667,0.0077666666666666,73.5784675673336
2007-08-14,0.0113333333333333,101,4.5,0,0.2185,0.0023333333333333,6.8,9.1,0.410666666666667,0.0077666666666666,73.5562740631902
2007-08-14,0.0113333333333333,101,4.2,0,0.2185,0.0023333333333333,6.7,8.7,0.410666666666667,0.0077666666666666,73.4977976109619
2007-08-14,0.0113333333333333,101,3.4,0,0.2185,0.0023333333333333,6.7,8.5,0.410666666666667,0.0077666666666666,73.4060847285425
2007-08-14,0.0113333333333333,101,3.2,0,0.2185,0.0023333333333333,6.7,8.3,0.410666666666667,0.0077666666666666,73.3739598846453
2007-08-14,0.01,103.705882352941,5.86382352941176,0,0.376,0.002,7.53823529411765,13.6411764705882,0.536,0.0059,120.613677001796
2007-08-14,0.0113333333333333,101,3,0,0.2185,0.0023333333333333,6.7,8.3,0.410666666666667,0.0077666666666666,73.3540972051379
2007-08-14,0.0113333333333333,101,2.7,0,0.2185,0.0023333333333333,6.6,8.1,0.410666666666667,0.0077666666666666,73.3078829172995
2007-08-14,0.0113333333333333,103,1.3,0,0.2185,0.0023333333333333,6.6,8.1,0.410666666666667,0.0077666666666666,73.1689109214204
2007-08-14,0.0113333333333333,104,1,0,0.2185,0.0023333333333333,6.6,8,0.410666666666667,0.0077666666666666,73.1330192003008
2007-08-14,0.0113333333333333,103,0.95,0,0.2185,0.0023333333333333,6.6,7.9,0.410666666666667,0.0077666666666666,73.1218890678926
2007-08-14,0.018,103.705882352941,5.86382352941176,0,0.28,0.0024,7.53823529411765,13.6411764705882,0.448,0.0068,94.2680462204984
2007-08-14,0.0113333333333333,105,0.73,0,0.2185,0.0023333333333333,6.6,7.9,0.410666666666667,0.0077666666666666,73.1001068811073
2007-08-14,0.0113333333333333,104,0.69,0,0.2185,0.0023333333333333,6.6,7.9,0.410666666666667,0.0077666666666666,73.0961009648694
2007-08-14,0.0113333333333333,105,0.66,0,0.2185,0.0023333333333333,6.6,7.9,0.410666666666667,0.0077666666666666,73.0931549432797
2007-08-14,0.0113333333333333,105,0.64,0,0.2185,0.0023333333333333,6.6,7.9,0.410666666666667,0.0077666666666666,73.091168675329
2007-09-11,0.01,106.5,4.86538461538462,0,0.02,0.002,7.46538461538461,13.55,0.218,0.0066,13.1022567239126
2007-09-11,0.0236666666666666,110,9.3,0,0.181666666666667,0.0026333333333333,8.8,21.5,0.386333333333333,0.0084333333333333,67.6694520617781
2007-09-11,0.0236666666666666,110,9.3,0,0.181666666666667,0.0026333333333333,8.8,21.4,0.386333333333333,0.0084333333333333,67.6633209795833
2007-09-11,0.0236666666666666,110,9.3,0,0.181666666666667,0.0026333333333333,8.8,21.4,0.386333333333333,0.0084333333333333,67.6633209795833
2007-09-11,0.0236666666666666,109,9.3,0,0.181666666666667,0.0026333333333333,8.8,21.3,0.386333333333333,0.0084333333333333,67.657156517052
2007-09-11,0.01,106.5,4.86538461538462,0,0.02,0.002,7.46538461538461,13.55,0.228,0.0052,12.7025271955897
2007-09-11,0.0236666666666666,109,9.3,0,0.181666666666667,0.0026333333333333,8.8,21.3,0.386333333333333,0.0084333333333333,67.657156517052
2007-09-11,0.0236666666666666,110,9.2,0,0.181666666666667,0.0026333333333333,8.7,21.2,0.386333333333333,0.0084333333333333,67.6369693712522
2007-09-11,0.0236666666666666,109,9.2,0,0.181666666666667,0.0026333333333333,8.8,21.1,0.386333333333333,0.0084333333333333,67.6349630129085
2007-09-11,0.0236666666666666,110,9.1,0,0.181666666666667,0.0026333333333333,8.7,20.9,0.386333333333333,0.0084333333333333,67.6086447849139
2007-09-11,0.0236666666666666,106,7.8,0,0.181666666666667,0.0026333333333333,7.6,17.8,0.386333333333333,0.0084333333333333,67.2436011526656
2007-09-11,0.01,106.5,4.86538461538462,0,0.145,0.002,7.46538461538461,13.55,0.34,0.0082,51.390337076698
2007-09-11,0.0236666666666666,104,7.1,0,0.181666666666667,0.0026333333333333,7.4,15.9,0.386333333333333,0.0084333333333333,67.0492082436389
2007-09-11,0.0236666666666666,104,6.2,0,0.181666666666667,0.0026333333333333,7.2,13.7,0.386333333333333,0.0084333333333333,66.8166261691929
2007-09-11,0.0236666666666666,103,5.1,0,0.181666666666667,0.0026333333333333,7,11.8,0.386333333333333,0.0084333333333333,66.5825412814878
2007-09-11,0.0236666666666666,103,4,0,0.181666666666667,0.0026333333333333,6.9,10.8,0.386333333333333,0.0084333333333333,66.4078276180606
2007-09-11,0.0236666666666666,102,3.9,0,0.181666666666667,0.0026333333333333,6.9,10,0.386333333333333,0.0084333333333333,66.3488142404114
2007-09-11,0.01,106.5,4.86538461538462,0,0.368,0.002,7.46538461538461,13.55,0.553,0.0063,118.258244196163
2007-09-11,0.0236666666666666,103,3.1,0,0.181666666666667,0.0026333333333333,6.8,9.6,0.386333333333333,0.0084333333333333,66.2407144697511
2007-09-11,0.0236666666666666,103,3,0,0.181666666666667,0.0026333333333333,6.8,9.2,0.386333333333333,0.0084333333333333,66.2062588012178
2007-09-11,0.0236666666666666,103,2.5,0,0.181666666666667,0.0026333333333333,6.8,9,0.386333333333333,0.0084333333333333,66.1443399380595
2007-09-11,0.0236666666666666,103,2.2,0,0.181666666666667,0.0026333333333333,6.8,8.8,0.386333333333333,0.0084333333333333,66.1022837544086
2007-09-11,0.0236666666666666,103,2.1,0,0.181666666666667,0.0026333333333333,6.8,8.6,0.386333333333333,0.0084333333333333,66.0800902502651
2007-09-11,0.01,106.5,4.86538461538462,0,0.361,0.002,7.46538461538461,13.55,0.539,0.0061,116.065990603461
2007-09-11,0.0236666666666666,103,1.9,0,0.181666666666667,0.0026333333333333,6.7,8.4,0.386333333333333,0.0084333333333333,66.0438073021804
2007-09-11,0.0236666666666666,103,1.1,0,0.181666666666667,0.0026333333333333,6.7,8.3,0.386333333333333,0.0084333333333333,65.9582255019558
2007-09-11,0.0236666666666666,105,0.5,0,0.181666666666667,0.0026333333333333,6.7,8.2,0.386333333333333,0.0084333333333333,65.8925731419115
2007-09-11,0.0236666666666666,107,0.5,0,0.181666666666667,0.0026333333333333,6.7,8.1,0.386333333333333,0.0084333333333333,65.8865088203894
2007-09-11,0.0236666666666666,111,0.5,0,0.181666666666667,0.0026333333333333,6.7,8,0.386333333333333,0.0084333333333333,65.8805112595401
2007-09-11,0.092,106.5,4.86538461538462,0,0.176,0.0058,7.46538461538461,13.55,0.44,0.0182,88.5966608679501
2007-09-11,0.0236666666666666,112,0.5,0,0.181666666666667,0.0026333333333333,6.7,8,0.386333333333333,0.0084333333333333,65.8805446398765
2007-09-11,0.0236666666666666,114,0.5,0,0.181666666666667,0.0026333333333333,6.7,8,0.386333333333333,0.0084333333333333,65.8806114005493
2007-10-03,0.01,106.227272727273,5.09181818181818,2,0.023,0.002,7.29090909090909,12.5136363636364,0.262,0.009,14.7683502826978
2007-10-03,0.0261666666666666,108,9.3,2,0.186833333333333,0.003,8.3,16.3,0.402833333333333,0.0166166666666666,72.13064285134
2007-10-03,0.0261666666666666,109,9.3,2,0.186833333333333,0.003,8.3,16.3,0.402833333333333,0.0166166666666666,72.1306762316764
2007-10-03,0.0261666666666666,109,9.3,2,0.186833333333333,0.003,8.3,16.3,0.402833333333333,0.0166166666666666,72.1306762316764
2007-10-03,0.0261666666666666,109,9.3,2,0.186833333333333,0.003,8.3,16.3,0.402833333333333,0.0166166666666666,72.1306762316764
2007-10-03,0.01,106.227272727273,5.09181818181818,2,0.031,0.002,7.29090909090909,12.5136363636364,0.268,0.0133,18.4760711477056
2007-10-03,0.0261666666666666,108,9.2,2,0.186833333333333,0.003,8.3,16.3,0.402833333333333,0.0166166666666666,72.1207115115863
2007-10-03,0.0261666666666666,108,8.9,2,0.186833333333333,0.003,8,16.2,0.402833333333333,0.0166166666666666,72.0723120975677
2007-10-03,0.0261666666666666,108,7.9,2,0.186833333333333,0.003,7.5,15.5,0.402833333333333,0.0166166666666666,71.9092906037287
2007-10-03,0.0261666666666666,107,7.3,2,0.186833333333333,0.003,7.4,14.7,0.402833333333333,0.0166166666666666,71.7964624231234
