CollectDate,Ammmonia Nitrogen (mg/L),Conductivity (µmhos/cm),Dissolved Oxygen (mg/L),Fecal Coliform (CFU/100ml),Nitrate Nitrite (mg/L),Orthophosphate Phosphate (mg/L),pH,Temperature (°C),Total Nitrogen (mg/L),Total Phosphorus (mg/L),WQI
1/8/04,0.01,105,10.1,12,0.311,0.0135,7.4,6.6,0.487,0.0231,106.2747057
1/8/04,0.01,105,9.8,12,0.327,0.0133,7.4,6.5,0.473,0.0241,111.3143609
1/8/04,0.01,106,9.5,12,0.303,0.0127,7.3,6.6,0.47,0.0237,103.9427824
1/8/04,0.01,106,9.5,12,0.297,0.0127,7.3,6.5,0.459,0.0219,101.5704027
1/8/04,0.01,106,9.6,12,0.3,0.0135,7.3,6.5,0.481,0.0239,103.1379607
1/8/04,0.01,106,9.4,12,0.303,0.0124,7.3,6.3,0.443,0.0244,104.0648195
2/3/04,0.01,104,10.9,5,0.334,0.0109,7.4,6.5,0.514,0.02,112.3503416
2/3/04,0.01,104,10.7,5,0.327,0.0101,7.4,6.4,0.491,0.0214,110.5843811
2/3/04,0.01,104,10.6,5,0.33,0.0152,7.3,6.4,0.475,0.0209,111.3492552
2/3/04,0.01,104,10.6,5,0.335,0.011,7.3,6.4,0.482,0.019,112.2446994
2/3/04,0.01,104,10.6,5,0.324,0.0104,7.3,6.4,0.516,0.0195,109.1539807
2/3/04,0.01,104,10.7,5,0.326,0.0109,7.3,6.4,0.491,0.0213,110.2593712
3/2/04,0.013,104,11.6,0,0.423,0.0095,7.1,7.9,0.542,0.0162,139.0313006
3/2/04,0.01,103,11.1,0,0.407,0.0102,7.2,7.1,0.565,0.0202,134.4867706
3/2/04,0.01,103,10.9,0,0.415,0.0108,7.2,6.9,0.564,0.0205,136.9532808
3/2/04,0.01,104,11.4,0,0.44,0.0117,7.2,6.7,0.565,0.0194,144.1837205
3/2/04,0.01,104,10.9,0,0.357,0.0104,7.2,6.7,0.543,0.0196,119.1975172
3/2/04,0.01,104,10.1,0,0.349,0.0115,7.2,6.7,0.592,0.0402,123.0188425
4/5/04,0.01,104,13.2,0,0.291,0.002,8.3,10.1,0.472,0.0093,96.50878957
4/5/04,0.01,104,13.2,0,0.285,0.002,8.3,10.1,0.473,0.0092,94.67829537
4/5/04,0.01,105,13.3,0,0.329714286,0.003185714,8.2,9.9,0.521857143,0.0132,109.4229109
4/5/04,0.01,105,13.1,0,0.295,0.002,8,9.7,0.517,0.0122,98.62869405
4/5/04,0.01,104,12.6,0,0.329714286,0.003185714,7.6,9.1,0.521857143,0.0132,109.2793609
4/5/04,0.01,104,12,0,0.329714286,0.003185714,7.3,8.8,0.521857143,0.0132,109.1889053
4/5/04,0.01,104,11.8,0,0.329714286,0.003185714,7.2,8.6,0.521857143,0.0132,109.1526223
4/5/04,0.01,105,11.8,0,0.326,0.002,7.1,8.4,0.513,0.0104,107.1464669
4/5/04,0.01,104,11.5,0,0.329714286,0.003185714,7,8.3,0.521857143,0.0132,109.0961188
4/5/04,0.01,105,11.3,0,0.353,0.0027,7.3,8.1,0.541,0.015,116.6469283
4/5/04,0.01,105,10.5,0,0.329714286,0.003185714,7.1,7.7,0.521857143,0.0132,108.9642104
4/5/04,0.01,104,10,0,0.377,0.0046,6.9,7.4,0.563,0.016,124.0375433
4/5/04,0.01,105,9.5,0,0.381,0.007,6.9,7.2,0.574,0.0203,126.5209586
5/3/04,0.011,108,10.3,0,0.242,0.0034,8.3,16.8,0.418,0.0076,81.60483733
5/3/04,0.0115,108,10.4,0,0.316166667,0.0035,8.3,16.5,0.482833333,0.01235,105.5914325
5/3/04,0.0115,108,10.6,0,0.316166667,0.0035,8.4,15.6,0.482833333,0.01235,105.5602735
5/3/04,0.011,108,11,0,0.245,0.0024,8.4,14.6,0.443,0.0172,85.369101
5/3/04,0.0115,108,10.9,0,0.316166667,0.0035,8.4,14.1,0.482833333,0.01235,105.4981013
5/3/04,0.0115,107,11.2,0,0.316166667,0.0035,8.4,12.7,0.482833333,0.01235,105.4420268
5/3/04,0.0115,106,11.7,0,0.316166667,0.0035,8.4,11.8,0.482833333,0.01235,105.4364704
5/3/04,0.0115,106,11.8,0,0.316166667,0.0035,8.3,10.6,0.482833333,0.01235,105.3686706
5/3/04,0.01,106,11.9,0,0.286,0.0024,8.1,9.6,0.468,0.0116,95.5260968
5/3/04,0.0115,106,11.5,0,0.316166667,0.0035,7.9,8.9,0.482833333,0.01235,105.2180158
5/3/04,0.01,106,11,0,0.348,0.0055,7.7,8.4,0.502,0.0087,113.2096959
5/3/04,0.0115,106,10.4,0,0.316166667,0.0035,7.6,7.8,0.482833333,0.01235,105.0288548
5/3/04,0.013,106,7.8,0,0.392,0.0031,7.5,7.6,0.552,0.0144,128.7422947
5/3/04,0.014,106,7.5,0,0.384,0.0042,7.4,7.6,0.514,0.0146,126.5994063
6/7/04,0.019,107,10,0,0.159,0.0022,8.7,18.3,0.386,0.0179,62.16505772
6/7/04,0.01,107,10,0,0.154,0.002,8.7,18,0.389,0.0177,57.88451291
6/7/04,0.0115,106,9.9,0,0.2955,0.002033333,8.7,17.8,0.4875,0.016466667,100.6581555
6/7/04,0.0115,106,10.1,0,0.2955,0.002033333,8.6,16.5,0.4875,0.016466667,100.594156
6/7/04,0.0115,105,10.3,0,0.2955,0.002033333,8.3,15.2,0.4875,0.016466667,100.5218069
6/7/04,0.0115,105,10.4,0,0.2955,0.002033333,8.1,14.3,0.4875,0.016466667,100.4682423
6/7/04,0.0115,104,10.4,0,0.2955,0.002033333,7.9,13.3,0.4875,0.016466667,100.3985819
6/7/04,0.01,104,10.5,0,0.283,0.002,7.7,12,0.494,0.0168,96.22787178
6/7/04,0.0115,104,10.3,0,0.2955,0.002033333,7.6,10.7,0.4875,0.016466667,100.2167681
6/7/04,0.0115,103,10.1,0,0.2955,0.002033333,7.5,10.1,0.4875,0.016466667,100.1559274
6/7/04,0.0115,103,9.8,0,0.2955,0.002033333,7.4,9.2,0.4875,0.016466667,100.0667956
6/7/04,0.01,103,9.4,0,0.37,0.002,7.3,8.9,0.554,0.0128,120.9721852
6/7/04,0.01,103,6.1,0,0.461,0.002,7,8,0.583,0.0159,148.9071057
6/7/04,0.01,102,4.2,0,0.346,0.002,6.9,7.9,0.519,0.0177,114.5666796
7/7/04,0.011333333,108,9.7,2,0.188333333,0.00205,8.2,21.5,0.406166667,0.012916667,67.36335897
7/7/04,0.01,105,8.92,2,0.031,0.002,7.693333333,15.85333333,0.261,0.0113,18.46226276
7/7/04,0.011333333,108,9.8,2,0.188333333,0.00205,8.2,21.2,0.406166667,0.012916667,67.35489707
7/7/04,0.01,105,8.92,2,0.031,0.002,7.693333333,15.85333333,0.261,0.0112,18.43222045
7/7/04,0.011333333,108,9.5,2,0.188333333,0.00205,8.2,21.1,0.406166667,0.012916667,67.31897196
7/7/04,0.011333333,107,10.7,2,0.188333333,0.00205,8.3,20.2,0.406166667,0.012916667,67.38709303
7/7/04,0.011333333,105,10.8,2,0.188333333,0.00205,8.2,18.7,0.406166667,0.012916667,67.30083327
7/7/04,0.011333333,105,10.8,2,0.188333333,0.00205,8.2,17.9,0.406166667,0.012916667,67.25178461
7/7/04,0.011333333,105,10.8,2,0.188333333,0.00205,8.1,17.6,0.406166667,0.012916667,67.22923326
7/7/04,0.011333333,105,10.4,2,0.188333333,0.00205,8,16.8,0.406166667,0.012916667,67.13630114
7/7/04,0.011333333,105,10.2,2,0.188333333,0.00205,7.9,16.2,0.406166667,0.012916667,67.07549386
7/7/04,0.01,105,8.92,2,0.088,0.002,7.693333333,15.85333333,0.37,0.0154,37.04551328
7/7/04,0.011333333,104,9.5,2,0.188333333,0.00205,7.4,14.5,0.406166667,0.012916667,66.88092218
7/7/04,0.011333333,104,8.8,2,0.188333333,0.00205,7.3,13.3,0.406166667,0.012916667,66.73367172
7/7/04,0.011333333,103,8,2,0.188333333,0.00205,7.1,11.8,0.406166667,0.012916667,66.55390518
7/7/04,0.017,105,8.92,2,0.296,0.002,7.693333333,15.85333333,0.515,0.0123,101.0076621
7/7/04,0.011333333,103,7.5,2,0.188333333,0.00205,7,10.3,0.406166667,0.012916667,66.40812414
7/7/04,0.011333333,102,3.9,2,0.188333333,0.00205,6.7,8.4,0.406166667,0.012916667,65.92159765
7/7/04,0.01,105,8.92,2,0.361,0.002,7.693333333,15.85333333,0.534,0.0124,118.5018792
7/7/04,0.011333333,103,3.4,2,0.188333333,0.00205,6.6,8.3,0.406166667,0.012916667,65.86168515
7/7/04,0.011,105,8.92,2,0.323,0.0023,7.693333333,15.85333333,0.496,0.0149,108.0616115
8/2/04,0.01,114,8.6,0,0.1545,0.00225,8.5,24.8,0.363333333,0.017066667,58.0637054
8/2/04,0.01,109.1,7.877,0,0.02,0.002,7.555,15.435,0.207,0.0101,14.54926608
8/2/04,0.01,114,8.7,0,0.1545,0.00225,8.5,24.6,0.363333333,0.017066667,58.06137457
8/2/04,0.01,109.1,7.877,0,0.02,0.002,7.555,15.435,0.189,0.0087,14.09112097
8/2/04,0.01,113,9.3,0,0.1545,0.00225,8.6,24.1,0.363333333,0.017066667,58.09443192
8/2/04,0.01,113,10,0,0.1545,0.00225,8.6,23.5,0.363333333,0.017066667,58.12716481
8/2/04,0.01,111,11.6,0,0.1545,0.00225,8.7,21.1,0.363333333,0.017066667,58.14301162
8/2/04,0.01,109,11.8,0,0.1545,0.00225,8.6,19,0.363333333,0.017066667,58.0298967
8/2/04,0.01,108,11.4,0,0.1545,0.00225,8.4,17.8,0.363333333,0.017066667,57.90824877
8/2/04,0.01,108,10.7,0,0.1545,0.00225,8.2,17.1,0.363333333,0.017066667,57.78749561
8/2/04,0.01,109.1,7.877,0,0.056,0.002,7.555,15.435,0.33,0.0122,26.25199477
8/2/04,0.01,108,10.3,0,0.1545,0.00225,7.9,16.4,0.363333333,0.017066667,57.69237836
8/2/04,0.01,108,9.2,0,0.1545,0.00225,7.4,14.9,0.363333333,0.017066667,57.47037687
8/2/04,0.01,107,8.5,0,0.1545,0.00225,7.2,13.8,0.363333333,0.017066667,57.325066
8/2/04,0.01,107,7.8,0,0.1545,0.00225,7.1,12.7,0.363333333,0.017066667,57.18394661
8/2/04,0.01,107,7.3,0,0.1545,0.00225,7,11.8,0.363333333,0.017066667,57.07495207
8/2/04,0.01,107,6.8,0,0.1545,0.00225,6.9,11.1,0.363333333,0.017066667,56.97821969
8/2/04,0.01,106,6.3,0,0.1545,0.00225,6.8,10.7,0.363333333,0.017066667,56.89984718
8/2/04,0.01,106,5.9,0,0.1545,0.00225,6.7,10,0.363333333,0.017066667,56.81304614
8/2/04,0.01,106,5.5,0,0.1545,0.00225,6.7,9.7,0.363333333,0.017066667,56.75492754
8/2/04,0.01,109.1,7.877,0,0.343,0.002,7.555,15.435,0.545,0.0118,112.8017827
8/2/04,0.01,106,4.9,0,0.1545,0.00225,6.6,9.2,0.363333333,0.017066667,56.66052598
8/2/04,0.01,109.1,7.877,0,0.254,0.002,7.555,15.435,0.427,0.0166,87.25998384
8/2/04,0.01,109,2.2,0,0.1545,0.00225,6.4,8.2,0.363333333,0.017066667,56.32285292
8/2/04,0.01,115,0.74,0,0.1545,0.00225,6.3,8.2,0.363333333,0.017066667,56.17389754
8/2/04,0.01,109.1,7.877,0,0.234,0.0035,7.555,15.435,0.482,0.043,89.3154615
9/8/04,0.015333333,111,9.4,1,0.1695,0.00285,8.8,21.4,0.387833333,0.016483333,63.93891692
9/8/04,0.01,107.6875,5.26875,1,0.02,0.002,7.58125,13.625,0.234,0.0145,15.55865916
9/8/04,0.015333333,112,9.3,1,0.1695,0.00285,8.8,21.3,0.387833333,0.016483333,63.92288788
9/8/04,0.01,107.6875,5.26875,1,0.02,0.002,7.58125,13.625,0.213,0.0145,15.51484747
9/8/04,0.015333333,109,8.6,1,0.1695,0.00285,8.2,19.5,0.387833333,0.016483333,63.71796026
9/8/04,0.015333333,109,8.9,1,0.1695,0.00285,8.1,18.4,0.387833333,0.016483333,63.67615427
9/8/04,0.015333333,107,8.3,1,0.1695,0.00285,7.7,16.3,0.387833333,0.016483333,63.47111432
9/8/04,0.01,107.6875,5.26875,1,0.091,0.002,7.58125,13.625,0.341,0.0161,37.59260196
9/8/04,0.015333333,107,7.6,1,0.1695,0.00285,7.6,15.2,0.387833333,0.016483333,63.32999494
9/8/04,0.015333333,107,6.1,1,0.1695,0.00285,7.5,13.9,0.387833333,0.016483333,63.09716267
9/8/04,0.015333333,106,6,1,0.1695,0.00285,7.4,13.4,0.387833333,0.016483333,63.05238443
9/8/04,0.015333333,106,5.4,1,0.1695,0.00285,7.6,12.4,0.387833333,0.016483333,62.93980178
9/8/04,0.015333333,106,3.9,1,0.1695,0.00285,7.3,11.3,0.387833333,0.016483333,62.71091547
9/8/04,0.015333333,106,4,1,0.1695,0.00285,7.3,11,0.387833333,0.016483333,62.70245356
9/8/04,0.015333333,105,2.9,1,0.1695,0.00285,7.2,9.6,0.387833333,0.016483333,62.50318219
9/8/04,0.01,107.6875,5.26875,1,0.323,0.0021,7.58125,13.625,0.509,0.0162,107.6724819
9/8/04,0.015333333,106,1.7,1,0.1695,0.00285,7,8.9,0.387833333,0.016483333,62.33280571
9/8/04,0.015333333,106,1.2,1,0.1695,0.00285,7,8.7,0.387833333,0.016483333,62.27088685
9/8/04,0.016,107.6875,5.26875,1,0.322,0.0033,7.58125,13.625,0.479,0.016,109.0663446
9/8/04,0.015333333,109,0.5,1,0.1695,0.00285,6.9,8.4,0.387833333,0.016483333,62.17891626
9/8/04,0.015333333,111,0.5,1,0.1695,0.00285,6.9,8.3,0.387833333,0.016483333,62.17285194
9/8/04,0.036,107.6875,5.26875,1,0.241,0.0057,7.58125,13.625,0.551,0.0216,92.60196098
10/5/04,0.033833333,110,9.8,1,0.117166667,0.004533333,8.6,17.8,0.3265,0.030872222,57.80028539
10/5/04,0.013,108.5333333,3.993333333,1,0.02,0.0039,7.226666667,12.78666667,0.199,0.0091,14.59467598
10/5/04,0.033833333,108.5333333,3.993333333,1,0.117166667,0.004533333,7.226666667,12.78666667,0.3265,0.0127,51.3997264
10/5/04,0.01,108.5333333,3.993333333,1,0.02,0.002,7.226666667,12.78666667,0.216,0.0107,14.1867182
10/5/04,0.033833333,110,9.6,1,0.117166667,0.004533333,8.5,17.6,0.3265,0.030872222,57.76400244
10/5/04,0.01,108.5333333,3.993333333,1,0.02,0.002,7.226666667,12.78666667,0.217,0.0125,14.72956592
10/5/04,0.033833333,110,8.8,1,0.117166667,0.004533333,8.2,17.4,0.3265,0.030872222,57.65981525
10/5/04,0.033833333,110,7.3,1,0.117166667,0.004533333,7.6,16.8,0.3265,0.030872222,57.44911003
10/5/04,0.033833333,107,4.5,1,0.117166667,0.004533333,7.2,14.7,0.3265,0.030872222,57.02554724
10/5/04,0.033833333,107,4,1,0.117166667,0.004533333,7.1,13.7,0.3265,0.030872222,56.91042161
10/5/04,0.033833333,108,3.8,1,0.117166667,0.004533333,7,13.3,0.3265,0.030872222,56.86190988
10/5/04,0.033833333,107,3.1,1,0.117166667,0.004533333,6.9,12.4,0.3265,0.030872222,56.73301928
10/5/04,0.033833333,106,2.8,1,0.117166667,0.004533333,6.9,11.8,0.3265,0.030872222,56.66640538
10/5/04,0.033833333,106,2.4,1,0.117166667,0.004533333,6.8,11,0.3265,0.030872222,56.57347326
10/5/04,0.033833333,108.5333333,3.993333333,1,0.117166667,0.004533333,7.226666667,12.78666667,0.3265,0.0151,52.12074167
10/5/04,0.01,108.5333333,3.993333333,1,0.282,0.002,7.226666667,12.78666667,0.431,0.0089,92.80533824
10/5/04,0.033833333,106,1.4,1,0.117166667,0.004533333,6.8,9.8,0.3265,0.030872222,56.40058688
10/5/04,0.033833333,106,0.9,1,0.117166667,0.004533333,6.7,9.3,0.3265,0.030872222,56.31611667
10/5/04,0.033833333,106,0.5,1,0.117166667,0.004533333,6.7,9.1,0.3265,0.030872222,56.26412914
10/5/04,0.046,108.5333333,3.993333333,1,0.227,0.0074,7.226666667,12.78666667,0.463,0.0192,90.32330994
10/5/04,0.033833333,108.5333333,3.993333333,1,0.117166667,0.004533333,7.226666667,12.78666667,0.3265,0.0238,54.73442201
10/5/04,0.033833333,113,0.5,1,0.117166667,0.004533333,6.7,8.6,0.3265,0.030872222,56.23370739
10/5/04,0.033833333,116,0.5,1,0.117166667,0.004533333,6.7,8.5,0.3265,0.030872222,56.22767645
10/5/04,0.033833333,108.5333333,3.993333333,1,0.117166667,0.004533333,7.226666667,12.78666667,0.3265,0.0502,62.66558994
10/5/04,0.114,108.5333333,3.993333333,1,0.134,0.0099,7.226666667,12.78666667,0.433,0.038,88.42814135
10/5/04,0.033833333,108.5333333,3.993333333,1,0.117166667,0.004533333,7.226666667,12.78666667,0.3265,0.0401,59.63131736
10/5/04,0.033833333,108.5333333,3.993333333,1,0.117166667,0.004533333,7.226666667,12.78666667,0.3265,0.0395,59.45106354
10/5/04,0.033833333,108.5333333,3.993333333,1,0.117166667,0.004533333,7.226666667,12.78666667,0.3265,0.0399,59.57123275
10/5/04,0.033833333,108.5333333,3.993333333,1,0.117166667,0.004533333,7.226666667,12.78666667,0.3265,0.0508,62.84584375
10/5/04,0.033833333,108.5333333,3.993333333,1,0.117166667,0.004533333,7.226666667,12.78666667,0.3265,0.0469,61.67419394
10/5/04,0.033833333,108.5333333,3.993333333,1,0.117166667,0.004533333,7.226666667,12.78666667,0.3265,0.0374,58.82017518
10/5/04,0.033833333,108.5333333,3.993333333,1,0.117166667,0.004533333,7.226666667,12.78666667,0.3265,0.0501,62.63554763
10/5/04,0.033833333,108.5333333,3.993333333,1,0.117166667,0.004533333,7.226666667,12.78666667,0.3265,0.0508,62.84584375
11/3/04,0.014,110.5454545,4.509090909,5,0.054,0.0021,7.354545455,11.27272727,0.273,0.0108,25.71739932
11/3/04,0.067166667,109,8.5,5,0.072833333,0.006433333,7.7,13,0.332,0.030316667,53.90284073
11/3/04,0.067166667,109,8.5,5,0.072833333,0.006433333,7.7,13,0.332,0.030316667,53.90284073
11/3/04,0.014,110.5454545,4.509090909,5,0.056,0.002,7.354545455,11.27272727,0.282,0.0117,26.60620085
11/3/04,0.067166667,109,8.4,5,0.072833333,0.006433333,7.7,12.9,0.332,0.030316667,53.88677831
11/3/04,0.014,110.5454545,4.509090909,5,0.059,0.0021,7.354545455,11.27272727,0.273,0.0115,27.42981058
11/3/04,0.067166667,109,8.3,5,0.072833333,0.006433333,7.7,12.9,0.332,0.030316667,53.87684697
11/3/04,0.088,110.5454545,4.509090909,5,0.122,0.0091,7.354545455,11.27272727,0.379,0.041,77.75550784
11/3/04,0.067166667,109,6.7,5,0.072833333,0.006433333,7.5,12.5,0.332,0.030316667,53.685105
11/3/04,0.067166667,110,4.1,5,0.072833333,0.006433333,7.3,11.4,0.332,0.030316667,53.35116543
11/3/04,0.067166667,111,1.8,5,0.072833333,0.006433333,7.1,10.6,0.332,0.030316667,53.06541313
11/3/04,0.067166667,110,1.4,5,0.072833333,0.006433333,7.1,10.3,0.332,0.030316667,53.00726114
11/3/04,0.067166667,111,0.9,5,0.072833333,0.006433333,7.1,9.9,0.332,0.030316667,52.9331135
11/3/04,0.104,110.5454545,4.509090909,5,0.104,0.0096,7.354545455,11.27272727,0.4,0.0472,79.06710471
11/3/04,0.067166667,113,0.5,5,0.072833333,0.006433333,7,8.9,0.332,0.030316667,52.82798597
11/3/04,0.169,110.5454545,4.509090909,5,0.042,0.0137,7.354545455,11.27272727,0.385,0.0597,83.74163695
11/3/04,0.067166667,116,0.5,5,0.072833333,0.006433333,7,8.6,0.332,0.030316667,52.80969287
12/14/04,0.01,107,8.44,7,0.175,0.0069,7.38,9.3,0.345,0.0217,64.62010945
12/14/04,0.01,107,8.5,7,0.1755,0.007066667,7.4,9.3,0.3595,0.0209,64.56902671
12/14/04,0.01,107,8.44,7,0.174,0.007,7.38,9.3,0.376,0.0229,64.74607015
12/14/04,0.01,107,9.1,7,0.1755,0.007066667,7.3,9.3,0.3595,0.0209,64.62445665
12/14/04,0.01,107,8.44,7,0.176,0.0071,7.38,9.3,0.354,0.0213,64.82154309
12/14/04,0.01,107,8.2,7,0.1755,0.007066667,7.4,9.3,0.3595,0.0209,64.53923269
12/14/04,0.01,107,8.2,7,0.1755,0.007066667,7.4,9.3,0.3595,0.0209,64.53923269
12/14/04,0.01,107,8.44,7,0.177,0.0071,7.38,9.3,0.388,0.0192,64.56201097
12/14/04,0.01,107,8.2,7,0.1755,0.007066667,7.4,9.3,0.3595,0.0209,64.53923269
12/14/04,0.01,107,8.44,7,0.178,0.0074,7.38,9.3,0.355,0.0196,64.91736134
12/14/04,0.01,107,8.44,7,0.173,0.0069,7.38,9.3,0.339,0.0207,63.70632274
1/4/05,0.01,106,8.95,7,0.258333333,0.010333333,7.333333333,7.95,0.4195,0.027,91.41019547
1/4/05,0.01,106,8.95,7,0.262,0.0105,7.333333333,7.95,0.416,0.0191,90.13310552
1/4/05,0.01,106,9.4,7,0.258333333,0.010333333,7.4,8,0.4195,0.02233,90.05774857
1/4/05,0.01,106,9,7,0.258333333,0.010333333,7.4,8,0.4195,0.02233,90.01802321
1/4/05,0.01,106,8.95,7,0.261,0.0104,7.333333333,7.95,0.435,0.0208,90.3818391
1/4/05,0.01,106,8.9,7,0.258333333,0.010333333,7.3,8,0.4195,0.02233,90.00393377
1/4/05,0.01,106,8.95,7,0.26,0.0103,7.333333333,7.95,0.436,0.0188,89.4814546
1/4/05,0.01,106,8.8,7,0.258333333,0.010333333,7.3,7.9,0.4195,0.02233,89.98787135
1/4/05,0.01,106,8.95,7,0.258333333,0.010333333,7.333333333,7.95,0.4195,0.0286,91.89087231
1/4/05,0.01,106,8.95,7,0.259,0.0104,7.333333333,7.95,0.406,0.0195,89.32994125
1/4/05,0.01,106,8.95,7,0.255,0.0102,7.333333333,7.95,0.405,0.0189,87.94350567
1/4/05,0.01,106,8.95,7,0.258333333,0.010333333,7.333333333,7.95,0.4195,0.0257,91.01964553
1/4/05,0.01,106,8.8,7,0.258333333,0.010333333,7.3,7.9,0.4195,0.02233,89.98787135
1/4/05,0.01,106,8.95,7,0.253,0.0102,7.333333333,7.95,0.419,0.0196,87.58216353
1/4/05,0.01,106,8.95,7,0.258333333,0.010333333,7.333333333,7.95,0.4195,0.0253,90.89947632
1/4/05,0.01,106,8.8,7,0.258333333,0.010333333,7.3,7.9,0.4195,0.02233,89.98787135
2/8/05,0.01,104.3333333,9.7,3,0.325,0.0079,7.666666667,7.266666667,0.501,0.0214,109.9425529
2/8/05,0.015833333,105,10.1,3,0.325666667,0.00805,7.6,7.5,0.512333333,0.0234,112.572877
2/8/05,0.015833333,104,9.6,3,0.325666667,0.00805,7.6,7.3,0.512333333,0.0234,112.5109248
2/8/05,0.01,104.3333333,9.7,3,0.318,0.0079,7.666666667,7.266666667,0.512,0.0245,108.7938521
2/8/05,0.015833333,105,9.6,3,0.325666667,0.00805,7.7,7.2,0.512333333,0.0234,112.5089852
2/8/05,0.01,104.3333333,9.7,3,0.328,0.008,7.666666667,7.266666667,0.526,0.0239,111.6482381
2/8/05,0.01,104.3333333,9.7,3,0.326,0.0079,7.666666667,7.266666667,0.524,0.0227,110.6815101
2/8/05,0.015833333,104,9.6,3,0.325666667,0.00805,7.7,7.2,0.512333333,0.0234,112.5089518
2/8/05,0.015833333,104,9.8,3,0.325666667,0.00805,7.7,7.2,0.512333333,0.0234,112.5288145
2/8/05,0.045,104.3333333,9.7,3,0.33,0.0082,7.666666667,7.266666667,0.506,0.0253,123.1451603
2/8/05,0.015833333,104,9.5,3,0.325666667,0.00805,7.7,7.2,0.512333333,0.0234,112.4990205
2/8/05,0.01,104.3333333,9.7,3,0.327,0.0084,7.666666667,7.266666667,0.505,0.0226,110.9182602
3/8/05,0.01,108,12.4,0,0.287166667,0.004833333,8.1,9.9,0.475333333,0.01805,97.92697606
3/8/05,0.01,107,11.03333333,0,0.255,0.002,7.766666667,7.666666667,0.475,0.0134,86.54510869
3/8/05,0.01,107,12.4,0,0.287166667,0.004833333,8.2,8.4,0.475333333,0.01805,97.83913455
3/8/05,0.01,107,11.03333333,0,0.249,0.002,7.766666667,7.666666667,0.506,0.0179,86.15914855
3/8/05,0.01,107,11.03333333,0,0.293,0.0042,7.766666667,7.666666667,0.464,0.0187,99.55691403
3/8/05,0.01,107,11.2,0,0.287166667,0.004833333,7.7,7.3,0.475333333,0.01805,97.63172605
3/8/05,0.01,107,11.03333333,0,0.31,0.0061,7.766666667,7.666666667,0.468,0.0176,104.3648174
3/8/05,0.01,107,10.6,0,0.287166667,0.004833333,7.6,6.9,0.475333333,0.01805,97.54345558
3/8/05,0.01,107,11.03333333,0,0.305,0.007,7.766666667,7.666666667,0.476,0.0207,103.821519
3/8/05,0.01,106,9.9,0,0.287166667,0.004833333,7.5,6.7,0.475333333,0.01805,97.45748255
3/8/05,0.01,107,9.7,0,0.287166667,0.004833333,7.5,6.8,0.475333333,0.01805,97.44378434
3/8/05,0.01,107,11.03333333,0,0.311,0.0077,7.766666667,7.666666667,0.463,0.02,105.3950514
4/5/05,0.01,105,11.9,0,0.2585,0.002183333,7.8,9.2,0.513166667,0.01461,88.22333108
4/5/05,0.01,104.5,11.25,0,0.238,0.002,7.7,8.583333333,0.489,0.0123,81.21152366
4/5/05,0.01,104.5,11.25,0,0.2585,0.002183333,7.7,8.583333333,0.513166667,0.0157,88.44425533
4/5/05,0.01,104,11.8,0,0.2585,0.002183333,7.8,8.9,0.513166667,0.01461,88.19497311
4/5/05,0.01,104.5,11.25,0,0.243,0.002,7.7,8.583333333,0.477,0.0117,82.50834972
4/5/05,0.01,104.5,11.25,0,0.241,0.002,7.7,8.583333333,0.448,0.0105,81.48649418
4/5/05,0.01,104,11.6,0,0.2585,0.002183333,7.8,8.9,0.513166667,0.01461,88.17511043
4/5/05,0.01,104.5,11.25,0,0.254,0.002,7.7,8.583333333,0.623,0.0099,85.57683715
4/5/05,0.01,104,11.5,0,0.2585,0.002183333,7.7,8.7,0.513166667,0.01461,88.14875882
4/5/05,0.01,104.5,11.25,0,0.2585,0.002183333,7.7,8.583333333,0.513166667,0.0166,88.71463606
4/5/05,0.01,104.5,11.25,0,0.269,0.002,7.7,8.583333333,0.5,0.0118,90.39737498
4/5/05,0.01,104.5,11.25,0,0.2585,0.002183333,7.7,8.583333333,0.513166667,0.0166,88.71463606
4/5/05,0.01,105,10.7,0,0.2585,0.002183333,7.6,8,0.513166667,0.01461,88.0222658
4/5/05,0.01,104.5,11.25,0,0.2585,0.002183333,7.7,8.583333333,0.513166667,0.0234,90.75751265
4/5/05,0.01,104.5,11.25,0,0.306,0.0031,7.7,8.583333333,0.542,0.0176,103.3563226
4/5/05,0.01,105,10,0,0.2585,0.002183333,7.5,7.8,0.513166667,0.01461,87.93632616
5/3/05,0.01,108.5333333,10.14,1,0.209,0.002,7.653333333,11.63333333,0.352,0.0075,70.84652536
5/3/05,0.031,109,10.5,1,0.249833333,0.0027,8,15.6,0.409333333,0.0104,90.71531681
5/3/05,0.031,109,10.4,1,0.249833333,0.0027,7.9,15.2,0.409333333,0.0104,90.67670304
5/3/05,0.031,109,10.7,1,0.249833333,0.0027,7.9,14.7,0.409333333,0.0104,90.67584165
5/3/05,0.031,109,10.8,1,0.249833333,0.0027,7.9,14.1,0.409333333,0.0104,90.64898649
5/3/05,0.031,109,11,1,0.249833333,0.0027,7.8,13.3,0.409333333,0.0104,90.61564241
5/3/05,0.031,108,11.1,1,0.249833333,0.0027,7.8,12.7,0.409333333,0.0104,90.58875388
5/3/05,0.019,108.5333333,10.14,1,0.213,0.002,7.653333333,11.63333333,0.361,0.0073,74.71071655
