,CollectDate,Ammmonia Nitrogen (mg/L),Conductivity (µmhos/cm),Dissolved Oxygen (mg/L),Fecal Coliform (CFU/100ml),Nitrate Nitrite (mg/L),Orthophosphate Phosphate (mg/L),pH,Temperature (°C),Total Nitrogen (mg/L),Total Phosphorus (mg/L)
1888,2003-03-04,0.01,109.0,10.3,0.0,0.244,0.0027,7.2,7.6,0.414,0.0116
1889,2003-03-04,0.01,110.0,10.0,0.0,0.264,0.0038,7.1,7.4,0.399,0.0104
1890,2003-03-04,0.012,110.0,9.6,0.0,0.273,0.0047,7,7.4,0.401,0.0117
1891,2003-03-04,0.015,111.0,9.3,0.0,0.27,0.0045,7,7.4,0.421,0.0134
1901,2003-04-08,0.01,101.0,11.8,0.0,0.261,0.002,8,9.8,0.443,0.0081
1902,2003-04-08,0.01,101.0,11.9,0.0,0.268,0.002,8,9.6,0.446,0.0093
1903,2003-04-08,0.01,101.0,11.8,0.0,0.266,0.002,7.9,9.4,0.431,0.0068
1904,2003-04-08,0.01,102.0,11.5,0.0,0.262,0.002,7.9,9.2,0.432,0.0086
1905,2003-04-08,0.018,102.0,10.5,0.0,0.302,0.002,7.7,8.2,0.467,0.0089
1906,2003-04-08,0.021,102.0,9.6,0.0,0.312,0.0021,7.4,8.1,0.48,0.0092
1915,2003-05-06,0.012,105.0,11.1,0.0,0.293,0.002,7.8,12.9,0.476,0.0064
1916,2003-05-06,0.01,105.0,11.0,0.0,0.322,0.0039,7.8,12.7,0.48,0.0069
1917,2003-05-06,0.01,104.0,10.4,0.0,0.332,0.0057,7.5,10.2,0.479,0.0076
1918,2003-05-06,0.01,104.0,10.5,0.0,0.305,0.0024,7.5,9.1,0.492,0.0072
1919,2003-05-06,0.010833333333333334,104.0,9.3,0.0,0.3055,0.0030000000000000005,7.3,8.5,0.48833333333333334,0.00805
1920,2003-05-06,0.011,105.0,8.1,0.0,0.288,0.002,7.2,8.4,0.499,0.0084
1921,2003-05-06,0.012,105.0,7.2,0.0,0.293,0.002,7.1,8.4,0.504,0.0118
1936,2003-06-04,0.012,105.0,10.4,0.0,0.234,0.002,8.4,18.3,0.46,0.0138
1937,2003-06-04,0.011999999999999999,105.0,10.4,0.0,0.28,0.0022833333333333334,8.4,17.9,0.4788333333333333,0.0121
1938,2003-06-04,0.014,105.0,10.3,0.0,0.238,0.002,8.3,17.7,0.434,0.0101
1939,2003-06-04,0.011999999999999999,105.0,10.5,0.0,0.28,0.0022833333333333334,8.3,16.7,0.4788333333333333,0.0121
1940,2003-06-04,0.011999999999999999,105.0,10.6,0.0,0.28,0.0022833333333333334,8.2,16.1,0.4788333333333333,0.0121
1941,2003-06-04,0.011999999999999999,105.0,10.7,0.0,0.28,0.0022833333333333334,8.1,15.7,0.4788333333333333,0.0121
1942,2003-06-04,0.011999999999999999,104.0,10.8,0.0,0.28,0.0022833333333333334,8.1,14.9,0.4788333333333333,0.0121
1943,2003-06-04,0.011999999999999999,104.0,10.8,0.0,0.28,0.0022833333333333334,8,14.5,0.4788333333333333,0.0121
1944,2003-06-04,0.011999999999999999,104.0,10.8,0.0,0.28,0.0022833333333333334,8,14.1,0.4788333333333333,0.0121
1945,2003-06-04,0.011999999999999999,104.0,10.7,0.0,0.28,0.0022833333333333334,7.9,13.6,0.4788333333333333,0.0121
1946,2003-06-04,0.011999999999999999,104.0,10.6,0.0,0.28,0.0022833333333333334,7.8,13.4,0.4788333333333333,0.0121
1947,2003-06-04,0.012,104.0,10.2,0.0,0.262,0.002,7.7,12.9,0.456,0.0096
1948,2003-06-04,0.011999999999999999,104.0,9.9,0.0,0.28,0.0022833333333333334,7.6,12.4,0.4788333333333333,0.0121
1949,2003-06-04,0.011999999999999999,104.0,9.4,0.0,0.28,0.0022833333333333334,7.5,11.7,0.4788333333333333,0.0121
1950,2003-06-04,0.011999999999999999,104.0,8.7,0.0,0.28,0.0022833333333333334,7.3,11.3,0.4788333333333333,0.0121
1951,2003-06-04,0.011,103.0,7.8,0.0,0.31,0.002,7.2,10.1,0.473,0.0096
1952,2003-06-04,0.011999999999999999,103.0,7.5,0.0,0.28,0.0022833333333333334,7.2,9.5,0.4788333333333333,0.0121
1953,2003-06-04,0.011999999999999999,103.0,6.9,0.0,0.28,0.0022833333333333334,7.1,9.0,0.4788333333333333,0.0121
1954,2003-06-04,0.012,102.0,5.9,0.0,0.318,0.0023,7.1,8.8,0.498,0.0136
1955,2003-06-04,0.011,103.0,5.4,0.0,0.318,0.0034,7,8.8,0.552,0.0159
1975,2003-07-08,0.01,104.0,9.7,0.0,0.078,0.002,8.8,21.0,0.275,0.0077
1976,2003-07-08,0.01,104.0,9.8,0.0,0.076,0.002,8.8,21.0,0.3,0.0094
1977,2003-07-08,0.011000000000000001,104.0,10.0,0.0,0.20966666666666667,0.0020666666666666667,8.8,20.5,0.41050000000000003,0.009266666666666668
1978,2003-07-08,0.011000000000000001,101.0,10.8,0.0,0.20966666666666667,0.0020666666666666667,8.4,15.8,0.41050000000000003,0.009266666666666668
1979,2003-07-08,0.011,99.5,10.0,0.0,0.187,0.002,7.9,14.6,0.425,0.008
1980,2003-07-08,0.011000000000000001,99.9,8.9,0.0,0.20966666666666667,0.0020666666666666667,7.5,12.8,0.41050000000000003,0.009266666666666668
1981,2003-07-08,0.011000000000000001,99.8,7.7,0.0,0.20966666666666667,0.0020666666666666667,7.2,11.3,0.41050000000000003,0.009266666666666668
1982,2003-07-08,0.011000000000000001,99.7,7.3,0.0,0.20966666666666667,0.0020666666666666667,7.2,10.8,0.41050000000000003,0.009266666666666668
1983,2003-07-08,0.01,99.2,6.6,0.0,0.315,0.002,7.1,10.3,0.49,0.0072
1984,2003-07-08,0.011000000000000001,98.9,5.6,0.0,0.20966666666666667,0.0020666666666666667,7,9.7,0.41050000000000003,0.009266666666666668
1985,2003-07-08,0.011,98.8,4.0,0.0,0.308,0.002,6.9,9.1,0.48,0.0114
1986,2003-07-08,0.011000000000000001,99.0,3.1,0.0,0.20966666666666667,0.0020666666666666667,6.8,9.1,0.41050000000000003,0.009266666666666668
1987,2003-07-08,0.014,99.4,2.7,0.0,0.294,0.0024,6.8,9.1,0.493,0.0119
2015,2003-08-05,0.021333333333333333,111.0,8.4,0.0,0.23675000000000002,0.0058,8.8,24.1,0.194,0.0076
2016,2003-08-05,0.021333333333333333,111.0,8.4,0.0,0.23675000000000002,0.0058,8.8,24.0,0.35933333333333334,0.011666666666666667
2017,2003-08-05,0.021333333333333333,111.0,8.4,0.0,0.23675000000000002,0.0058,8.8,23.8,0.204,0.0091
2018,2003-08-05,0.021333333333333333,111.0,8.5,0.0,0.23675000000000002,0.0058,8.8,23.8,0.35933333333333334,0.011666666666666667
2019,2003-08-05,0.021333333333333333,110.0,10.9,0.0,0.23675000000000002,0.0058,9,22.6,0.35933333333333334,0.011666666666666667
2020,2003-08-05,0.021333333333333333,108.0,11.1,0.0,0.23675000000000002,0.0058,8.9,21.2,0.35933333333333334,0.011666666666666667
2021,2003-08-05,0.021333333333333333,107.0,11.1,0.0,0.23675000000000002,0.0058,8.8,19.9,0.35933333333333334,0.011666666666666667
2022,2003-08-05,0.021333333333333333,106.0,11.0,0.0,0.23675000000000002,0.0058,8.6,18.4,0.35933333333333334,0.011666666666666667
2023,2003-08-05,0.021333333333333333,105.0,10.4,0.0,0.23675000000000002,0.0058,8.3,16.6,0.35933333333333334,0.011666666666666667
2024,2003-08-05,0.021333333333333333,105.0,9.9,0.0,0.095,0.0058,7.8,15.3,0.345,0.0099
2025,2003-08-05,0.021333333333333333,105.0,8.2,0.0,0.23675000000000002,0.0058,7.4,13.8,0.35933333333333334,0.011666666666666667
2026,2003-08-05,0.021333333333333333,105.0,6.4,0.0,0.23675000000000002,0.0058,7.1,12.1,0.35933333333333334,0.011666666666666667
2027,2003-08-05,0.021333333333333333,104.0,5.5,0.0,0.23675000000000002,0.0058,7,11.1,0.35933333333333334,0.011666666666666667
2028,2003-08-05,0.011,105.0,4.0,0.0,0.293,0.0058,7.1,10.5,0.521,0.015
2029,2003-08-05,0.021333333333333333,104.0,4.2,0.0,0.23675000000000002,0.0058,7,10.0,0.35933333333333334,0.011666666666666667
2030,2003-08-05,0.011,106.0,1.7,0.0,0.307,0.0058,6.8,9.3,0.462,0.0097
2031,2003-08-05,0.042,108.0,1.0,0.0,0.252,0.0058,6.7,9.2,0.43,0.0187
2048,2003-09-03,0.01,107.0,8.6,0.0,0.02,0.002,8.9,22.7,0.248,0.01
2049,2003-09-03,0.01,107.0,8.9,0.0,0.17866666666666664,0.002,8.8,22.6,0.3941666666666667,0.0103
2050,2003-09-03,0.01,107.0,9.0,0.0,0.02,0.002,8.8,22.5,0.212,0.008
2051,2003-09-03,0.01,107.0,9.0,0.0,0.17866666666666664,0.002,8.8,22.4,0.3941666666666667,0.0103
2052,2003-09-03,0.01,107.0,9.1,0.0,0.17866666666666664,0.002,8.8,22.3,0.3941666666666667,0.0103
2053,2003-09-03,0.01,107.0,8.9,0.0,0.17866666666666664,0.002,8.8,22.2,0.3941666666666667,0.0103
2054,2003-09-03,0.01,102.0,11.6,0.0,0.17866666666666664,0.002,8.9,19.6,0.3941666666666667,0.0103
2055,2003-09-03,0.01,101.0,11.5,0.0,0.17866666666666664,0.002,8.6,17.6,0.3941666666666667,0.0103
2056,2003-09-03,0.01,101.0,10.1,0.0,0.17866666666666664,0.002,7.9,16.5,0.3941666666666667,0.0103
2057,2003-09-03,0.01,101.0,9.9,0.0,0.17866666666666664,0.002,7.8,16.0,0.3941666666666667,0.0103
2058,2003-09-03,0.01,101.0,9.9,0.0,0.17866666666666664,0.002,7.7,15.7,0.3941666666666667,0.0103
2059,2003-09-03,0.01,101.0,9.0,0.0,0.119,0.002,7.4,15.1,0.38,0.0101
2060,2003-09-03,0.01,101.0,7.9,0.0,0.17866666666666664,0.002,7.3,14.2,0.3941666666666667,0.0103
2061,2003-09-03,0.01,101.0,8.0,0.0,0.17866666666666664,0.002,7.2,13.7,0.3941666666666667,0.0103
2062,2003-09-03,0.01,101.0,8.0,0.0,0.17866666666666664,0.002,7.2,13.6,0.3941666666666667,0.0103
2063,2003-09-03,0.01,101.0,5.3,0.0,0.17866666666666664,0.002,7,12.3,0.3941666666666667,0.0103
2064,2003-09-03,0.01,101.0,4.5,0.0,0.17866666666666664,0.002,6.9,11.5,0.3941666666666667,0.0103
2065,2003-09-03,0.01,101.0,4.4,0.0,0.17866666666666664,0.002,6.9,10.9,0.3941666666666667,0.0103
2066,2003-09-03,0.01,101.0,3.4,0.0,0.29,0.002,6.8,10.4,0.498,0.0095
2067,2003-09-03,0.01,101.0,3.3,0.0,0.17866666666666664,0.002,6.7,10.1,0.3941666666666667,0.0103
2068,2003-09-03,0.01,100.0,2.8,0.0,0.17866666666666664,0.002,6.7,9.9,0.3941666666666667,0.0103
2069,2003-09-03,0.01,101.0,2.5,0.0,0.17866666666666664,0.002,6.7,9.7,0.3941666666666667,0.0103
2070,2003-09-03,0.01,101.0,1.5,0.0,0.17866666666666664,0.002,6.6,9.5,0.3941666666666667,0.0103
2071,2003-09-03,0.01,103.0,0.4,0.0,0.308,0.002,6.6,9.4,0.507,0.0109
2072,2003-09-03,0.01,109.0,0.32,0.0,0.17866666666666664,0.002,6.5,9.2,0.3941666666666667,0.0103
2073,2003-09-03,0.01,111.0,0.31,0.0,0.315,0.002,6.5,9.2,0.52,0.0133
2096,2003-10-06,0.01,108.0,8.7,0.0,0.02,0.002,8.6,18.7,0.212,0.009
2097,2003-10-06,0.01,108.0,8.7,0.0,0.02,0.002,8.6,18.6,0.215,0.0094
2098,2003-10-06,0.02516666666666667,108.0,8.7,0.0,0.12166666666666666,0.003933333333333333,8.5,18.6,0.2916666666666667,0.013933333333333334
2099,2003-10-06,0.01,105.0,7.4,0.0,0.029,0.002,7.5,17.0,0.24,0.0096
2100,2003-10-06,0.02516666666666667,104.0,7.2,0.0,0.12166666666666666,0.003933333333333333,7.3,15.8,0.2916666666666667,0.013933333333333334
2101,2003-10-06,0.02516666666666667,104.0,5.0,0.0,0.12166666666666666,0.003933333333333333,7,14.3,0.2916666666666667,0.013933333333333334
2102,2003-10-06,0.02516666666666667,103.0,5.2,0.0,0.12166666666666666,0.003933333333333333,6.9,13.4,0.2916666666666667,0.013933333333333334
2103,2003-10-06,0.02516666666666667,103.0,3.9,0.0,0.12166666666666666,0.003933333333333333,6.8,12.4,0.2916666666666667,0.013933333333333334
2104,2003-10-06,0.02516666666666667,103.0,3.3,0.0,0.12166666666666666,0.003933333333333333,6.8,11.8,0.2916666666666667,0.013933333333333334
2105,2003-10-06,0.02516666666666667,103.0,2.7,0.0,0.12166666666666666,0.003933333333333333,6.7,11.3,0.2916666666666667,0.013933333333333334
2106,2003-10-06,0.02516666666666667,103.0,2.5,0.0,0.12166666666666666,0.003933333333333333,6.7,11.1,0.2916666666666667,0.013933333333333334
2107,2003-10-06,0.01,102.0,1.9,0.0,0.289,0.0021,6.6,10.4,0.457,0.0127
2108,2003-10-06,0.029,105.0,0.09,0.0,0.238,0.0081,6.5,9.4,0.415,0.0199
2109,2003-10-06,0.082,121.0,0.05,0.0,0.134,0.0074,6.6,9.2,0.211,0.023
2128,2003-11-04,0.015,107.0,7.9,3.0,0.096,0.002,6.9,12.9,0.269,0.0103
2129,2003-11-04,0.016,107.0,8.0,3.0,0.096,0.002,6.8,12.9,0.271,0.011
2130,2003-11-04,0.016,107.0,7.9,3.0,0.096,0.0022,7.1,12.9,0.276,0.0106
2131,2003-11-04,0.016,107.0,7.8,3.0,0.094,0.002,7,12.9,0.262,0.0109
2132,2003-11-04,0.0345,107.0,7.7,3.0,0.1075,0.0041333333333333335,6.9,12.9,0.29233333333333333,0.015266666666666664
2133,2003-11-04,0.0345,107.0,7.1,3.0,0.1075,0.0041333333333333335,6.9,12.8,0.29233333333333333,0.015266666666666664
2134,2003-11-04,0.0345,107.0,3.8,3.0,0.1075,0.0041333333333333335,6.7,12.5,0.29233333333333333,0.015266666666666664
2135,2003-11-04,0.0345,107.0,1.3,3.0,0.1075,0.0041333333333333335,6.6,11.7,0.29233333333333333,0.015266666666666664
2136,2003-11-04,0.0345,107.0,0.25,3.0,0.1075,0.0041333333333333335,6.5,10.5,0.29233333333333333,0.015266666666666664
2137,2003-11-04,0.0345,109.0,0.14,3.0,0.1075,0.0041333333333333335,6.4,10.0,0.29233333333333333,0.015266666666666664
2138,2003-11-04,0.067,111.0,0.08,3.0,0.14,0.0085,6.4,9.8,0.343,0.0229
2139,2003-11-04,0.077,121.0,0.04,3.0,0.123,0.0081,6.4,9.4,0.333,0.0259
2140,2003-12-01,0.046,106.0,8.4,8.0,0.181,0.0101,7.2,9.6,0.382,0.0185
2141,2003-12-01,0.043,106.0,8.4,8.0,0.178,0.0096,6.9,9.6,0.369,0.0184
2142,2003-12-01,0.043,106.0,8.2,8.0,0.166,0.0108,6.8,9.6,0.37,0.0178
2143,2003-12-01,0.044,106.0,8.2,8.0,0.165,0.0108,6.7,9.6,0.35,0.0177
2144,2003-12-01,0.042,106.0,8.3,8.0,0.164,0.0104,6.7,9.6,0.369,0.0178
2145,2003-12-01,0.041,106.0,8.3,8.0,0.16,0.0104,6.7,9.6,0.371,0.0186
2146,2004-01-08,0.01,105.0,10.1,12.0,0.311,0.0135,7.4,6.6,0.487,0.0231
2147,2004-01-08,0.01,105.0,9.8,12.0,0.327,0.0133,7.4,6.5,0.473,0.0241
2148,2004-01-08,0.01,106.0,9.5,12.0,0.303,0.0127,7.3,6.6,0.47,0.0237
2149,2004-01-08,0.01,106.0,9.5,12.0,0.297,0.0127,7.3,6.5,0.459,0.0219
2150,2004-01-08,0.01,106.0,9.6,12.0,0.3,0.0135,7.3,6.5,0.481,0.0239
2151,2004-01-08,0.01,106.0,9.4,12.0,0.303,0.0124,7.3,6.3,0.443,0.0244
2152,2004-02-03,0.01,104.0,10.9,5.0,0.334,0.0109,7.4,6.5,0.514,0.02
2153,2004-02-03,0.01,104.0,10.7,5.0,0.327,0.0101,7.4,6.4,0.491,0.0214
2154,2004-02-03,0.01,104.0,10.6,5.0,0.33,0.0152,7.3,6.4,0.475,0.0209
2155,2004-02-03,0.01,104.0,10.6,5.0,0.335,0.011,7.3,6.4,0.482,0.019
2156,2004-02-03,0.01,104.0,10.6,5.0,0.324,0.0104,7.3,6.4,0.516,0.0195
2157,2004-02-03,0.01,104.0,10.7,5.0,0.326,0.0109,7.3,6.4,0.491,0.0213
2158,2004-03-02,0.013,104.0,11.6,0.0,0.423,0.0095,7.1,7.9,0.542,0.0162
2159,2004-03-02,0.01,103.0,11.1,0.0,0.407,0.0102,7.2,7.1,0.565,0.0202
2160,2004-03-02,0.01,103.0,10.9,0.0,0.415,0.0108,7.2,6.9,0.564,0.0205
2161,2004-03-02,0.01,104.0,11.4,0.0,0.44,0.0117,7.2,6.7,0.565,0.0194
2162,2004-03-02,0.01,104.0,10.9,0.0,0.357,0.0104,7.2,6.7,0.543,0.0196
2163,2004-03-02,0.01,104.0,10.1,0.0,0.349,0.0115,7.2,6.7,0.592,0.0402
2171,2004-04-05,0.01,104.0,13.2,0.0,0.285,0.002,8.3,10.1,0.473,0.0092
2172,2004-04-05,0.01,104.0,13.2,0.0,0.291,0.002,8.3,10.1,0.472,0.0093
2173,2004-04-05,0.01,105.0,13.3,0.0,0.3297142857142857,0.0031857142857142856,8.2,9.9,0.5218571428571428,0.0132
2174,2004-04-05,0.01,105.0,13.1,0.0,0.295,0.002,8,9.7,0.517,0.0122
2175,2004-04-05,0.01,104.0,12.6,0.0,0.3297142857142857,0.0031857142857142856,7.6,9.1,0.5218571428571428,0.0132
2176,2004-04-05,0.01,104.0,12.0,0.0,0.3297142857142857,0.0031857142857142856,7.3,8.8,0.5218571428571428,0.0132
2177,2004-04-05,0.01,104.0,11.8,0.0,0.3297142857142857,0.0031857142857142856,7.2,8.6,0.5218571428571428,0.0132
2178,2004-04-05,0.01,105.0,11.8,0.0,0.326,0.002,7.1,8.4,0.513,0.0104
2179,2004-04-05,0.01,104.0,11.5,0.0,0.3297142857142857,0.0031857142857142856,7,8.3,0.5218571428571428,0.0132
2180,2004-04-05,0.01,105.0,11.3,0.0,0.353,0.0027,7.3,8.1,0.541,0.015
2181,2004-04-05,0.01,105.0,10.5,0.0,0.3297142857142857,0.0031857142857142856,7.1,7.7,0.5218571428571428,0.0132
2182,2004-04-05,0.01,104.0,10.0,0.0,0.377,0.0046,6.9,7.4,0.563,0.016
2183,2004-04-05,0.01,105.0,9.5,0.0,0.381,0.007,6.9,7.2,0.574,0.0203
2194,2004-05-03,0.011,108.0,10.3,0.0,0.242,0.0034,8.3,16.8,0.418,0.0076
2195,2004-05-03,0.011500000000000002,108.0,10.4,0.0,0.31616666666666665,0.0034999999999999996,8.3,16.5,0.4828333333333334,0.01235
2196,2004-05-03,0.011500000000000002,108.0,10.6,0.0,0.31616666666666665,0.0034999999999999996,8.4,15.6,0.4828333333333334,0.01235
2197,2004-05-03,0.011,108.0,11.0,0.0,0.245,0.0024,8.4,14.6,0.443,0.0172
2198,2004-05-03,0.011500000000000002,108.0,10.9,0.0,0.31616666666666665,0.0034999999999999996,8.4,14.1,0.4828333333333334,0.01235
2199,2004-05-03,0.011500000000000002,107.0,11.2,0.0,0.31616666666666665,0.0034999999999999996,8.4,12.7,0.4828333333333334,0.01235
2200,2004-05-03,0.011500000000000002,106.0,11.7,0.0,0.31616666666666665,0.0034999999999999996,8.4,11.8,0.4828333333333334,0.01235
2201,2004-05-03,0.011500000000000002,106.0,11.8,0.0,0.31616666666666665,0.0034999999999999996,8.3,10.6,0.4828333333333334,0.01235
2202,2004-05-03,0.01,106.0,11.9,0.0,0.286,0.0024,8.1,9.6,0.468,0.0116
2203,2004-05-03,0.011500000000000002,106.0,11.5,0.0,0.31616666666666665,0.0034999999999999996,7.9,8.9,0.4828333333333334,0.01235
2204,2004-05-03,0.01,106.0,11.0,0.0,0.348,0.0055,7.7,8.4,0.502,0.0087
2205,2004-05-03,0.011500000000000002,106.0,10.4,0.0,0.31616666666666665,0.0034999999999999996,7.6,7.8,0.4828333333333334,0.01235
2206,2004-05-03,0.013,106.0,7.8,0.0,0.392,0.0031,7.5,7.6,0.552,0.0144
2207,2004-05-03,0.014,106.0,7.5,0.0,0.384,0.0042,7.4,7.6,0.514,0.0146
2222,2004-06-07,0.019,107.0,10.0,0.0,0.159,0.0022,8.7,18.3,0.386,0.0179
2223,2004-06-07,0.01,107.0,10.0,0.0,0.154,0.002,8.7,18.0,0.389,0.0177
2224,2004-06-07,0.011500000000000002,106.0,9.9,0.0,0.29550000000000004,0.0020333333333333336,8.7,17.8,0.48750000000000004,0.016466666666666668
2225,2004-06-07,0.011500000000000002,106.0,10.1,0.0,0.29550000000000004,0.0020333333333333336,8.6,16.5,0.48750000000000004,0.016466666666666668
2226,2004-06-07,0.011500000000000002,105.0,10.3,0.0,0.29550000000000004,0.0020333333333333336,8.3,15.2,0.48750000000000004,0.016466666666666668
2227,2004-06-07,0.011500000000000002,105.0,10.4,0.0,0.29550000000000004,0.0020333333333333336,8.1,14.3,0.48750000000000004,0.016466666666666668
2228,2004-06-07,0.011500000000000002,104.0,10.4,0.0,0.29550000000000004,0.0020333333333333336,7.9,13.3,0.48750000000000004,0.016466666666666668
2229,2004-06-07,0.01,104.0,10.5,0.0,0.283,0.002,7.7,12.0,0.494,0.0168
2230,2004-06-07,0.011500000000000002,104.0,10.3,0.0,0.29550000000000004,0.0020333333333333336,7.6,10.7,0.48750000000000004,0.016466666666666668
2231,2004-06-07,0.011500000000000002,103.0,10.1,0.0,0.29550000000000004,0.0020333333333333336,7.5,10.1,0.48750000000000004,0.016466666666666668
2232,2004-06-07,0.011500000000000002,103.0,9.8,0.0,0.29550000000000004,0.0020333333333333336,7.4,9.2,0.48750000000000004,0.016466666666666668
2233,2004-06-07,0.01,103.0,9.4,0.0,0.37,0.002,7.3,8.9,0.554,0.0128
2234,2004-06-07,0.01,103.0,6.1,0.0,0.461,0.002,7,8.0,0.583,0.0159
2235,2004-06-07,0.01,102.0,4.2,0.0,0.346,0.002,6.9,7.9,0.519,0.0177
2257,2004-07-07,0.011333333333333334,108.0,9.7,2.0,0.18833333333333332,0.00205,8.2,21.5,0.40616666666666673,0.012916666666666667
2259,2004-07-07,0.011333333333333334,108.0,9.8,2.0,0.18833333333333332,0.00205,8.2,21.2,0.40616666666666673,0.012916666666666667
2261,2004-07-07,0.011333333333333334,108.0,9.5,2.0,0.18833333333333332,0.00205,8.2,21.1,0.40616666666666673,0.012916666666666667
2262,2004-07-07,0.011333333333333334,107.0,10.7,2.0,0.18833333333333332,0.00205,8.3,20.2,0.40616666666666673,0.012916666666666667
2263,2004-07-07,0.011333333333333334,105.0,10.8,2.0,0.18833333333333332,0.00205,8.2,18.7,0.40616666666666673,0.012916666666666667
2264,2004-07-07,0.011333333333333334,105.0,10.8,2.0,0.18833333333333332,0.00205,8.2,17.9,0.40616666666666673,0.012916666666666667
2265,2004-07-07,0.011333333333333334,105.0,10.8,2.0,0.18833333333333332,0.00205,8.1,17.6,0.40616666666666673,0.012916666666666667
2266,2004-07-07,0.011333333333333334,105.0,10.4,2.0,0.18833333333333332,0.00205,8,16.8,0.40616666666666673,0.012916666666666667
2267,2004-07-07,0.011333333333333334,105.0,10.2,2.0,0.18833333333333332,0.00205,7.9,16.2,0.40616666666666673,0.012916666666666667
2269,2004-07-07,0.011333333333333334,104.0,9.5,2.0,0.18833333333333332,0.00205,7.4,14.5,0.40616666666666673,0.012916666666666667
2270,2004-07-07,0.011333333333333334,104.0,8.8,2.0,0.18833333333333332,0.00205,7.3,13.3,0.40616666666666673,0.012916666666666667
2271,2004-07-07,0.011333333333333334,103.0,8.0,2.0,0.18833333333333332,0.00205,7.1,11.8,0.40616666666666673,0.012916666666666667
2273,2004-07-07,0.011333333333333334,103.0,7.5,2.0,0.18833333333333332,0.00205,7,10.3,0.40616666666666673,0.012916666666666667
2274,2004-07-07,0.011333333333333334,102.0,3.9,2.0,0.18833333333333332,0.00205,6.7,8.4,0.40616666666666673,0.012916666666666667
2276,2004-07-07,0.011333333333333334,103.0,3.4,2.0,0.18833333333333332,0.00205,6.6,8.3,0.40616666666666673,0.012916666666666667
2301,2004-08-02,0.01,114.0,8.6,0.0,0.1545,0.00225,8.5,24.8,0.3633333333333333,0.017066666666666664
2302,2004-08-02,0.01,114.0,8.7,0.0,0.1545,0.00225,8.5,24.6,0.3633333333333333,0.017066666666666664
2304,2004-08-02,0.01,113.0,9.3,0.0,0.1545,0.00225,8.6,24.1,0.3633333333333333,0.017066666666666664
2305,2004-08-02,0.01,113.0,10.0,0.0,0.1545,0.00225,8.6,23.5,0.3633333333333333,0.017066666666666664
2306,2004-08-02,0.01,111.0,11.6,0.0,0.1545,0.00225,8.7,21.1,0.3633333333333333,0.017066666666666664
2307,2004-08-02,0.01,109.0,11.8,0.0,0.1545,0.00225,8.6,19.0,0.3633333333333333,0.017066666666666664
2308,2004-08-02,0.01,108.0,11.4,0.0,0.1545,0.00225,8.4,17.8,0.3633333333333333,0.017066666666666664
2309,2004-08-02,0.01,108.0,10.7,0.0,0.1545,0.00225,8.2,17.1,0.3633333333333333,0.017066666666666664
2310,2004-08-02,0.01,108.0,10.3,0.0,0.1545,0.00225,7.9,16.4,0.3633333333333333,0.017066666666666664
2312,2004-08-02,0.01,108.0,9.2,0.0,0.1545,0.00225,7.4,14.9,0.3633333333333333,0.017066666666666664
2313,2004-08-02,0.01,107.0,8.5,0.0,0.1545,0.00225,7.2,13.8,0.3633333333333333,0.017066666666666664
2314,2004-08-02,0.01,107.0,7.8,0.0,0.1545,0.00225,7.1,12.7,0.3633333333333333,0.017066666666666664
2315,2004-08-02,0.01,107.0,7.3,0.0,0.1545,0.00225,7,11.8,0.3633333333333333,0.017066666666666664
2316,2004-08-02,0.01,107.0,6.8,0.0,0.1545,0.00225,6.9,11.1,0.3633333333333333,0.017066666666666664
2317,2004-08-02,0.01,106.0,6.3,0.0,0.1545,0.00225,6.8,10.7,0.3633333333333333,0.017066666666666664
2318,2004-08-02,0.01,106.0,5.9,0.0,0.1545,0.00225,6.7,10.0,0.3633333333333333,0.017066666666666664
2319,2004-08-02,0.01,106.0,5.5,0.0,0.1545,0.00225,6.7,9.7,0.3633333333333333,0.017066666666666664
2321,2004-08-02,0.01,106.0,4.9,0.0,0.1545,0.00225,6.6,9.2,0.3633333333333333,0.017066666666666664
2323,2004-08-02,0.01,109.0,2.2,0.0,0.1545,0.00225,6.4,8.2,0.3633333333333333,0.017066666666666664
2324,2004-08-02,0.01,115.0,0.74,0.0,0.1545,0.00225,6.3,8.2,0.3633333333333333,0.017066666666666664
2345,2004-09-08,0.015333333333333332,111.0,9.4,1.0,0.16949999999999998,0.00285,8.8,21.4,0.3878333333333334,0.016483333333333336
2347,2004-09-08,0.015333333333333332,112.0,9.3,1.0,0.16949999999999998,0.00285,8.8,21.3,0.3878333333333334,0.016483333333333336
2349,2004-09-08,0.015333333333333332,109.0,8.6,1.0,0.16949999999999998,0.00285,8.2,19.5,0.3878333333333334,0.016483333333333336
2350,2004-09-08,0.015333333333333332,109.0,8.9,1.0,0.16949999999999998,0.00285,8.1,18.4,0.3878333333333334,0.016483333333333336
2352,2004-09-08,0.015333333333333332,107.0,8.3,1.0,0.16949999999999998,0.00285,7.7,16.3,0.3878333333333334,0.016483333333333336
2353,2004-09-08,0.015333333333333332,107.0,7.6,1.0,0.16949999999999998,0.00285,7.6,15.2,0.3878333333333334,0.016483333333333336
2354,2004-09-08,0.015333333333333332,107.0,6.1,1.0,0.16949999999999998,0.00285,7.5,13.9,0.3878333333333334,0.016483333333333336
